,date,hebrewDate,hebrewMonth,hebrewYear
1847,2006-01-22,"(5766, 10, 22)",TEVETH,5766
1848,2006-01-23,"(5766, 10, 23)",TEVETH,5766
1849,2006-01-24,"(5766, 10, 24)",TEVETH,5766
1850,2006-01-25,"(5766, 10, 25)",TEVETH,5766
1851,2006-01-26,"(5766, 10, 26)",TEVETH,5766
1852,2006-01-27,"(5766, 10, 27)",TEVETH,5766
1853,2006-01-28,"(5766, 10, 28)",TEVETH,5766
1854,2006-01-29,"(5766, 10, 29)",TEVETH,5766
1855,2006-01-30,"(5766, 11, 1)",SHEVAT,5766
1856,2006-01-31,"(5766, 11, 2)",SHEVAT,5766
1857,2006-02-01,"(5766, 11, 3)",SHEVAT,5766
1858,2006-02-02,"(5766, 11, 4)",SHEVAT,5766
1859,2006-02-03,"(5766, 11, 5)",SHEVAT,5766
1860,2006-02-04,"(5766, 11, 6)",SHEVAT,5766
1861,2006-02-05,"(5766, 11, 7)",SHEVAT,5766
1862,2006-02-06,"(5766, 11, 8)",SHEVAT,5766
1863,2006-02-07,"(5766, 11, 9)",SHEVAT,5766
1864,2006-02-08,"(5766, 11, 10)",SHEVAT,5766
1865,2006-02-09,"(5766, 11, 11)",SHEVAT,5766
1866,2006-02-10,"(5766, 11, 12)",SHEVAT,5766
1867,2006-02-11,"(5766, 11, 13)",SHEVAT,5766
1868,2006-02-12,"(5766, 11, 14)",SHEVAT,5766
1869,2006-02-13,"(5766, 11, 15)",SHEVAT,5766
1870,2006-02-14,"(5766, 11, 16)",SHEVAT,5766
1871,2006-02-15,"(5766, 11, 17)",SHEVAT,5766
1872,2006-02-16,"(5766, 11, 18)",SHEVAT,5766
1873,2006-02-17,"(5766, 11, 19)",SHEVAT,5766
1874,2006-02-18,"(5766, 11, 20)",SHEVAT,5766
1875,2006-02-19,"(5766, 11, 21)",SHEVAT,5766
1876,2006-02-20,"(5766, 11, 22)",SHEVAT,5766
1877,2006-02-21,"(5766, 11, 23)",SHEVAT,5766
1878,2006-02-22,"(5766, 11, 24)",SHEVAT,5766
1879,2006-02-23,"(5766, 11, 25)",SHEVAT,5766
1880,2006-02-24,"(5766, 11, 26)",SHEVAT,5766
1881,2006-02-25,"(5766, 11, 27)",SHEVAT,5766
1882,2006-02-26,"(5766, 11, 28)",SHEVAT,5766
1883,2006-02-27,"(5766, 11, 29)",SHEVAT,5766
1884,2006-02-28,"(5766, 11, 30)",SHEVAT,5766
1885,2006-03-01,"(5766, 12, 1)",ADAR,5766
1886,2006-03-02,"(5766, 12, 2)",ADAR,5766
1887,2006-03-03,"(5766, 12, 3)",ADAR,5766
1888,2006-03-04,"(5766, 12, 4)",ADAR,5766
1889,2006-03-05,"(5766, 12, 5)",ADAR,5766
1890,2006-03-06,"(5766, 12, 6)",ADAR,5766
1891,2006-03-07,"(5766, 12, 7)",ADAR,5766
1892,2006-03-08,"(5766, 12, 8)",ADAR,5766
1893,2006-03-09,"(5766, 12, 9)",ADAR,5766
1894,2006-03-10,"(5766, 12, 10)",ADAR,5766
1895,2006-03-11,"(5766, 12, 11)",ADAR,5766
1896,2006-03-12,"(5766, 12, 12)",ADAR,5766
1897,2006-03-13,"(5766, 12, 13)",ADAR,5766
1898,2006-03-14,"(5766, 12, 14)",ADAR,5766
1899,2006-03-15,"(5766, 12, 15)",ADAR,5766
1900,2006-03-16,"(5766, 12, 16)",ADAR,5766
1901,2006-03-17,"(5766, 12, 17)",ADAR,5766
1902,2006-03-18,"(5766, 12, 18)",ADAR,5766
1903,2006-03-19,"(5766, 12, 19)",ADAR,5766
1904,2006-03-20,"(5766, 12, 20)",ADAR,5766
1905,2006-03-21,"(5766, 12, 21)",ADAR,5766
1906,2006-03-22,"(5766, 12, 22)",ADAR,5766
1907,2006-03-23,"(5766, 12, 23)",ADAR,5766
1908,2006-03-24,"(5766, 12, 24)",ADAR,5766
1909,2006-03-25,"(5766, 12, 25)",ADAR,5766
1910,2006-03-26,"(5766, 12, 26)",ADAR,5766
1911,2006-03-27,"(5766, 12, 27)",ADAR,5766
1912,2006-03-28,"(5766, 12, 28)",ADAR,5766
1913,2006-03-29,"(5766, 12, 29)",ADAR,5766
1914,2006-03-30,"(5766, 1, 1)",NISAN,5766
1915,2006-03-31,"(5766, 1, 2)",NISAN,5766
1916,2006-04-01,"(5766, 1, 3)",NISAN,5766
1917,2006-04-02,"(5766, 1, 4)",NISAN,5766
1918,2006-04-03,"(5766, 1, 5)",NISAN,5766
1919,2006-04-04,"(5766, 1, 6)",NISAN,5766
1920,2006-04-05,"(5766, 1, 7)",NISAN,5766
1921,2006-04-06,"(5766, 1, 8)",NISAN,5766
1922,2006-04-07,"(5766, 1, 9)",NISAN,5766
1923,2006-04-08,"(5766, 1, 10)",NISAN,5766
1924,2006-04-09,"(5766, 1, 11)",NISAN,5766
1925,2006-04-10,"(5766, 1, 12)",NISAN,5766
1926,2006-04-11,"(5766, 1, 13)",NISAN,5766
1927,2006-04-12,"(5766, 1, 14)",NISAN,5766
1928,2006-04-13,"(5766, 1, 15)",NISAN,5766
1929,2006-04-14,"(5766, 1, 16)",NISAN,5766
1930,2006-04-15,"(5766, 1, 17)",NISAN,5766
1931,2006-04-16,"(5766, 1, 18)",NISAN,5766
1932,2006-04-17,"(5766, 1, 19)",NISAN,5766
1933,2006-04-18,"(5766, 1, 20)",NISAN,5766
1934,2006-04-19,"(5766, 1, 21)",NISAN,5766
1935,2006-04-20,"(5766, 1, 22)",NISAN,5766
1936,2006-04-21,"(5766, 1, 23)",NISAN,5766
1937,2006-04-22,"(5766, 1, 24)",NISAN,5766
1938,2006-04-23,"(5766, 1, 25)",NISAN,5766
1939,2006-04-24,"(5766, 1, 26)",NISAN,5766
1940,2006-04-25,"(5766, 1, 27)",NISAN,5766
1941,2006-04-26,"(5766, 1, 28)",NISAN,5766
1942,2006-04-27,"(5766, 1, 29)",NISAN,5766
1943,2006-04-28,"(5766, 1, 30)",NISAN,5766
1944,2006-04-29,"(5766, 2, 1)",IYYAR,5766
1945,2006-04-30,"(5766, 2, 2)",IYYAR,5766
1946,2006-05-01,"(5766, 2, 3)",IYYAR,5766
1947,2006-05-02,"(5766, 2, 4)",IYYAR,5766
1948,2006-05-03,"(5766, 2, 5)",IYYAR,5766
1949,2006-05-04,"(5766, 2, 6)",IYYAR,5766
1950,2006-05-05,"(5766, 2, 7)",IYYAR,5766
1951,2006-05-06,"(5766, 2, 8)",IYYAR,5766
1952,2006-05-07,"(5766, 2, 9)",IYYAR,5766
1953,2006-05-08,"(5766, 2, 10)",IYYAR,5766
1954,2006-05-09,"(5766, 2, 11)",IYYAR,5766
1955,2006-05-10,"(5766, 2, 12)",IYYAR,5766
1956,2006-05-11,"(5766, 2, 13)",IYYAR,5766
1957,2006-05-12,"(5766, 2, 14)",IYYAR,5766
1958,2006-05-13,"(5766, 2, 15)",IYYAR,5766
1959,2006-05-14,"(5766, 2, 16)",IYYAR,5766
1960,2006-05-15,"(5766, 2, 17)",IYYAR,5766
1961,2006-05-16,"(5766, 2, 18)",IYYAR,5766
1962,2006-05-17,"(5766, 2, 19)",IYYAR,5766
1963,2006-05-18,"(5766, 2, 20)",IYYAR,5766
1964,2006-05-19,"(5766, 2, 21)",IYYAR,5766
1965,2006-05-20,"(5766, 2, 22)",IYYAR,5766
1966,2006-05-21,"(5766, 2, 23)",IYYAR,5766
1967,2006-05-22,"(5766, 2, 24)",IYYAR,5766
1968,2006-05-23,"(5766, 2, 25)",IYYAR,5766
1969,2006-05-24,"(5766, 2, 26)",IYYAR,5766
1970,2006-05-25,"(5766, 2, 27)",IYYAR,5766
1971,2006-05-26,"(5766, 2, 28)",IYYAR,5766
1972,2006-05-27,"(5766, 2, 29)",IYYAR,5766
1973,2006-05-28,"(5766, 3, 1)",SIVAN,5766
1974,2006-05-29,"(5766, 3, 2)",SIVAN,5766
1975,2006-05-30,"(5766, 3, 3)",SIVAN,5766
1976,2006-05-31,"(5766, 3, 4)",SIVAN,5766
1977,2006-06-01,"(5766, 3, 5)",SIVAN,5766
1978,2006-06-02,"(5766, 3, 6)",SIVAN,5766
1979,2006-06-03,"(5766, 3, 7)",SIVAN,5766
1980,2006-06-04,"(5766, 3, 8)",SIVAN,5766
1981,2006-06-05,"(5766, 3, 9)",SIVAN,5766
1982,2006-06-06,"(5766, 3, 10)",SIVAN,5766
1983,2006-06-07,"(5766, 3, 11)",SIVAN,5766
1984,2006-06-08,"(5766, 3, 12)",SIVAN,5766
1985,2006-06-09,"(5766, 3, 13)",SIVAN,5766
1986,2006-06-10,"(5766, 3, 14)",SIVAN,5766
1987,2006-06-11,"(5766, 3, 15)",SIVAN,5766
1988,2006-06-12,"(5766, 3, 16)",SIVAN,5766
1989,2006-06-13,"(5766, 3, 17)",SIVAN,5766
1990,2006-06-14,"(5766, 3, 18)",SIVAN,5766
1991,2006-06-15,"(5766, 3, 19)",SIVAN,5766
1992,2006-06-16,"(5766, 3, 20)",SIVAN,5766
1993,2006-06-17,"(5766, 3, 21)",SIVAN,5766
1994,2006-06-18,"(5766, 3, 22)",SIVAN,5766
1995,2006-06-19,"(5766, 3, 23)",SIVAN,5766
1996,2006-06-20,"(5766, 3, 24)",SIVAN,5766
1997,2006-06-21,"(5766, 3, 25)",SIVAN,5766
1998,2006-06-22,"(5766, 3, 26)",SIVAN,5766
1999,2006-06-23,"(5766, 3, 27)",SIVAN,5766
2000,2006-06-24,"(5766, 3, 28)",SIVAN,5766
2001,2006-06-25,"(5766, 3, 29)",SIVAN,5766
2002,2006-06-26,"(5766, 3, 30)",SIVAN,5766
2003,2006-06-27,"(5766, 4, 1)",TAMMUZ,5766
2004,2006-06-28,"(5766, 4, 2)",TAMMUZ,5766
2005,2006-06-29,"(5766, 4, 3)",TAMMUZ,5766
2006,2006-06-30,"(5766, 4, 4)",TAMMUZ,5766
2007,2006-07-01,"(5766, 4, 5)",TAMMUZ,5766
2008,2006-07-02,"(5766, 4, 6)",TAMMUZ,5766
2009,2006-07-03,"(5766, 4, 7)",TAMMUZ,5766
2010,2006-07-04,"(5766, 4, 8)",TAMMUZ,5766
2011,2006-07-05,"(5766, 4, 9)",TAMMUZ,5766
2012,2006-07-06,"(5766, 4, 10)",TAMMUZ,5766
2013,2006-07-07,"(5766, 4, 11)",TAMMUZ,5766
2014,2006-07-08,"(5766, 4, 12)",TAMMUZ,5766
2015,2006-07-09,"(5766, 4, 13)",TAMMUZ,5766
2016,2006-07-10,"(5766, 4, 14)",TAMMUZ,5766
2017,2006-07-11,"(5766, 4, 15)",TAMMUZ,5766
2018,2006-07-12,"(5766, 4, 16)",TAMMUZ,5766
2019,2006-07-13,"(5766, 4, 17)",TAMMUZ,5766
2020,2006-07-14,"(5766, 4, 18)",TAMMUZ,5766
2021,2006-07-15,"(5766, 4, 19)",TAMMUZ,5766
2022,2006-07-16,"(5766, 4, 20)",TAMMUZ,5766
2023,2006-07-17,"(5766, 4, 21)",TAMMUZ,5766
2024,2006-07-18,"(5766, 4, 22)",TAMMUZ,5766
2025,2006-07-19,"(5766, 4, 23)",TAMMUZ,5766
2026,2006-07-20,"(5766, 4, 24)",TAMMUZ,5766
2027,2006-07-21,"(5766, 4, 25)",TAMMUZ,5766
2028,2006-07-22,"(5766, 4, 26)",TAMMUZ,5766
2029,2006-07-23,"(5766, 4, 27)",TAMMUZ,5766
2030,2006-07-24,"(5766, 4, 28)",TAMMUZ,5766
2031,2006-07-25,"(5766, 4, 29)",TAMMUZ,5766
2032,2006-07-26,"(5766, 5, 1)",AV,5766
2033,2006-07-27,"(5766, 5, 2)",AV,5766
2034,2006-07-28,"(5766, 5, 3)",AV,5766
2035,2006-07-29,"(5766, 5, 4)",AV,5766
2036,2006-07-30,"(5766, 5, 5)",AV,5766
2037,2006-07-31,"(5766, 5, 6)",AV,5766
2038,2006-08-01,"(5766, 5, 7)",AV,5766
2039,2006-08-02,"(5766, 5, 8)",AV,5766
2040,2006-08-03,"(5766, 5, 9)",AV,5766
2041,2006-08-04,"(5766, 5, 10)",AV,5766
2042,2006-08-05,"(5766, 5, 11)",AV,5766
2043,2006-08-06,"(5766, 5, 12)",AV,5766
2044,2006-08-07,"(5766, 5, 13)",AV,5766
2045,2006-08-08,"(5766, 5, 14)",AV,5766
2046,2006-08-09,"(5766, 5, 15)",AV,5766
2047,2006-08-10,"(5766, 5, 16)",AV,5766
2048,2006-08-11,"(5766, 5, 17)",AV,5766
2049,2006-08-12,"(5766, 5, 18)",AV,5766
2050,2006-08-13,"(5766, 5, 19)",AV,5766
2051,2006-08-14,"(5766, 5, 20)",AV,5766
2052,2006-08-15,"(5766, 5, 21)",AV,5766
2053,2006-08-16,"(5766, 5, 22)",AV,5766
2054,2006-08-17,"(5766, 5, 23)",AV,5766
2055,2006-08-18,"(5766, 5, 24)",AV,5766
2056,2006-08-19,"(5766, 5, 25)",AV,5766
2057,2006-08-20,"(5766, 5, 26)",AV,5766
2058,2006-08-21,"(5766, 5, 27)",AV,5766
2059,2006-08-22,"(5766, 5, 28)",AV,5766
2060,2006-08-23,"(5766, 5, 29)",AV,5766
2061,2006-08-24,"(5766, 5, 30)",AV,5766
2062,2006-08-25,"(5766, 6, 1)",ELUL,5766
2063,2006-08-26,"(5766, 6, 2)",ELUL,5766
2064,2006-08-27,"(5766, 6, 3)",ELUL,5766
2065,2006-08-28,"(5766, 6, 4)",ELUL,5766
2066,2006-08-29,"(5766, 6, 5)",ELUL,5766
2067,2006-08-30,"(5766, 6, 6)",ELUL,5766
2068,2006-08-31,"(5766, 6, 7)",ELUL,5766
2069,2006-09-01,"(5766, 6, 8)",ELUL,5766
2070,2006-09-02,"(5766, 6, 9)",ELUL,5766
2071,2006-09-03,"(5766, 6, 10)",ELUL,5766
2072,2006-09-04,"(5766, 6, 11)",ELUL,5766
2073,2006-09-05,"(5766, 6, 12)",ELUL,5766
2074,2006-09-06,"(5766, 6, 13)",ELUL,5766
2075,2006-09-07,"(5766, 6, 14)",ELUL,5766
2076,2006-09-08,"(5766, 6, 15)",ELUL,5766
2077,2006-09-09,"(5766, 6, 16)",ELUL,5766
2078,2006-09-10,"(5766, 6, 17)",ELUL,5766
2079,2006-09-11,"(5766, 6, 18)",ELUL,5766
2080,2006-09-12,"(5766, 6, 19)",ELUL,5766
2081,2006-09-13,"(5766, 6, 20)",ELUL,5766
2082,2006-09-14,"(5766, 6, 21)",ELUL,5766
2083,2006-09-15,"(5766, 6, 22)",ELUL,5766
2084,2006-09-16,"(5766, 6, 23)",ELUL,5766
2085,2006-09-17,"(5766, 6, 24)",ELUL,5766
2086,2006-09-18,"(5766, 6, 25)",ELUL,5766
2087,2006-09-19,"(5766, 6, 26)",ELUL,5766
2088,2006-09-20,"(5766, 6, 27)",ELUL,5766
2089,2006-09-21,"(5766, 6, 28)",ELUL,5766
2090,2006-09-22,"(5766, 6, 29)",ELUL,5766
2091,2006-09-23,"(5767, 7, 1)",TISHRI,5767
2092,2006-09-24,"(5767, 7, 2)",TISHRI,5767
2093,2006-09-25,"(5767, 7, 3)",TISHRI,5767
2094,2006-09-26,"(5767, 7, 4)",TISHRI,5767
2095,2006-09-27,"(5767, 7, 5)",TISHRI,5767
2096,2006-09-28,"(5767, 7, 6)",TISHRI,5767
2097,2006-09-29,"(5767, 7, 7)",TISHRI,5767
2098,2006-09-30,"(5767, 7, 8)",TISHRI,5767
2099,2006-10-01,"(5767, 7, 9)",TISHRI,5767
2100,2006-10-02,"(5767, 7, 10)",TISHRI,5767
2101,2006-10-03,"(5767, 7, 11)",TISHRI,5767
2102,2006-10-04,"(5767, 7, 12)",TISHRI,5767
2103,2006-10-05,"(5767, 7, 13)",TISHRI,5767
2104,2006-10-06,"(5767, 7, 14)",TISHRI,5767
2105,2006-10-07,"(5767, 7, 15)",TISHRI,5767
2106,2006-10-08,"(5767, 7, 16)",TISHRI,5767
2107,2006-10-09,"(5767, 7, 17)",TISHRI,5767
2108,2006-10-10,"(5767, 7, 18)",TISHRI,5767
2109,2006-10-11,"(5767, 7, 19)",TISHRI,5767
2110,2006-10-12,"(5767, 7, 20)",TISHRI,5767
2111,2006-10-13,"(5767, 7, 21)",TISHRI,5767
2112,2006-10-14,"(5767, 7, 22)",TISHRI,5767
2113,2006-10-15,"(5767, 7, 23)",TISHRI,5767
2114,2006-10-16,"(5767, 7, 24)",TISHRI,5767
2115,2006-10-17,"(5767, 7, 25)",TISHRI,5767
2116,2006-10-18,"(5767, 7, 26)",TISHRI,5767
2117,2006-10-19,"(5767, 7, 27)",TISHRI,5767
2118,2006-10-20,"(5767, 7, 28)",TISHRI,5767
2119,2006-10-21,"(5767, 7, 29)",TISHRI,5767
2120,2006-10-22,"(5767, 7, 30)",TISHRI,5767
2121,2006-10-23,"(5767, 8, 1)",HESHVAN,5767
2122,2006-10-24,"(5767, 8, 2)",HESHVAN,5767
2123,2006-10-25,"(5767, 8, 3)",HESHVAN,5767
2124,2006-10-26,"(5767, 8, 4)",HESHVAN,5767
2125,2006-10-27,"(5767, 8, 5)",HESHVAN,5767
2126,2006-10-28,"(5767, 8, 6)",HESHVAN,5767
2127,2006-10-29,"(5767, 8, 7)",HESHVAN,5767
2128,2006-10-30,"(5767, 8, 8)",HESHVAN,5767
2129,2006-10-31,"(5767, 8, 9)",HESHVAN,5767
2130,2006-11-01,"(5767, 8, 10)",HESHVAN,5767
2131,2006-11-02,"(5767, 8, 11)",HESHVAN,5767
2132,2006-11-03,"(5767, 8, 12)",HESHVAN,5767
2133,2006-11-04,"(5767, 8, 13)",HESHVAN,5767
2134,2006-11-05,"(5767, 8, 14)",HESHVAN,5767
2135,2006-11-06,"(5767, 8, 15)",HESHVAN,5767
2136,2006-11-07,"(5767, 8, 16)",HESHVAN,5767
2137,2006-11-08,"(5767, 8, 17)",HESHVAN,5767
2138,2006-11-09,"(5767, 8, 18)",HESHVAN,5767
2139,2006-11-10,"(5767, 8, 19)",HESHVAN,5767
2140,2006-11-11,"(5767, 8, 20)",HESHVAN,5767
2141,2006-11-12,"(5767, 8, 21)",HESHVAN,5767
2142,2006-11-13,"(5767, 8, 22)",HESHVAN,5767
2143,2006-11-14,"(5767, 8, 23)",HESHVAN,5767
2144,2006-11-15,"(5767, 8, 24)",HESHVAN,5767
2145,2006-11-16,"(5767, 8, 25)",HESHVAN,5767
2146,2006-11-17,"(5767, 8, 26)",HESHVAN,5767
2147,2006-11-18,"(5767, 8, 27)",HESHVAN,5767
2148,2006-11-19,"(5767, 8, 28)",HESHVAN,5767
2149,2006-11-20,"(5767, 8, 29)",HESHVAN,5767
2150,2006-11-21,"(5767, 8, 30)",HESHVAN,5767
2151,2006-11-22,"(5767, 9, 1)",KISLEV,5767
2152,2006-11-23,"(5767, 9, 2)",KISLEV,5767
2153,2006-11-24,"(5767, 9, 3)",KISLEV,5767
2154,2006-11-25,"(5767, 9, 4)",KISLEV,5767
2155,2006-11-26,"(5767, 9, 5)",KISLEV,5767
2156,2006-11-27,"(5767, 9, 6)",KISLEV,5767
2157,2006-11-28,"(5767, 9, 7)",KISLEV,5767
2158,2006-11-29,"(5767, 9, 8)",KISLEV,5767
2159,2006-11-30,"(5767, 9, 9)",KISLEV,5767
2160,2006-12-01,"(5767, 9, 10)",KISLEV,5767
2161,2006-12-02,"(5767, 9, 11)",KISLEV,5767
2162,2006-12-03,"(5767, 9, 12)",KISLEV,5767
2163,2006-12-04,"(5767, 9, 13)",KISLEV,5767
2164,2006-12-05,"(5767, 9, 14)",KISLEV,5767
2165,2006-12-06,"(5767, 9, 15)",KISLEV,5767
2166,2006-12-07,"(5767, 9, 16)",KISLEV,5767
2167,2006-12-08,"(5767, 9, 17)",KISLEV,5767
2168,2006-12-09,"(5767, 9, 18)",KISLEV,5767
2169,2006-12-10,"(5767, 9, 19)",KISLEV,5767
2170,2006-12-11,"(5767, 9, 20)",KISLEV,5767
2171,2006-12-12,"(5767, 9, 21)",KISLEV,5767
2172,2006-12-13,"(5767, 9, 22)",KISLEV,5767
2173,2006-12-14,"(5767, 9, 23)",KISLEV,5767
2174,2006-12-15,"(5767, 9, 24)",KISLEV,5767
2175,2006-12-16,"(5767, 9, 25)",KISLEV,5767
2176,2006-12-17,"(5767, 9, 26)",KISLEV,5767
2177,2006-12-18,"(5767, 9, 27)",KISLEV,5767
2178,2006-12-19,"(5767, 9, 28)",KISLEV,5767
2179,2006-12-20,"(5767, 9, 29)",KISLEV,5767
2180,2006-12-21,"(5767, 9, 30)",KISLEV,5767
2181,2006-12-22,"(5767, 10, 1)",TEVETH,5767
2182,2006-12-23,"(5767, 10, 2)",TEVETH,5767
2183,2006-12-24,"(5767, 10, 3)",TEVETH,5767
2184,2006-12-25,"(5767, 10, 4)",TEVETH,5767
2185,2006-12-26,"(5767, 10, 5)",TEVETH,5767
2186,2006-12-27,"(5767, 10, 6)",TEVETH,5767
2187,2006-12-28,"(5767, 10, 7)",TEVETH,5767
2188,2006-12-29,"(5767, 10, 8)",TEVETH,5767
2189,2006-12-30,"(5767, 10, 9)",TEVETH,5767
2190,2006-12-31,"(5767, 10, 10)",TEVETH,5767
2191,2007-01-01,"(5767, 10, 11)",TEVETH,5767
2192,2007-01-02,"(5767, 10, 12)",TEVETH,5767
2193,2007-01-03,"(5767, 10, 13)",TEVETH,5767
2194,2007-01-04,"(5767, 10, 14)",TEVETH,5767
2195,2007-01-05,"(5767, 10, 15)",TEVETH,5767
2196,2007-01-06,"(5767, 10, 16)",TEVETH,5767
2197,2007-01-07,"(5767, 10, 17)",TEVETH,5767
2198,2007-01-08,"(5767, 10, 18)",TEVETH,5767
2199,2007-01-09,"(5767, 10, 19)",TEVETH,5767
2200,2007-01-10,"(5767, 10, 20)",TEVETH,5767
2201,2007-01-11,"(5767, 10, 21)",TEVETH,5767
2202,2007-01-12,"(5767, 10, 22)",TEVETH,5767
2203,2007-01-13,"(5767, 10, 23)",TEVETH,5767
2204,2007-01-14,"(5767, 10, 24)",TEVETH,5767
2205,2007-01-15,"(5767, 10, 25)",TEVETH,5767
2206,2007-01-16,"(5767, 10, 26)",TEVETH,5767
2207,2007-01-17,"(5767, 10, 27)",TEVETH,5767
2208,2007-01-18,"(5767, 10, 28)",TEVETH,5767
2209,2007-01-19,"(5767, 10, 29)",TEVETH,5767
2210,2007-01-20,"(5767, 11, 1)",SHEVAT,5767
2211,2007-01-21,"(5767, 11, 2)",SHEVAT,5767
2212,2007-01-22,"(5767, 11, 3)",SHEVAT,5767
2213,2007-01-23,"(5767, 11, 4)",SHEVAT,5767
2214,2007-01-24,"(5767, 11, 5)",SHEVAT,5767
2215,2007-01-25,"(5767, 11, 6)",SHEVAT,5767
2216,2007-01-26,"(5767, 11, 7)",SHEVAT,5767
2217,2007-01-27,"(5767, 11, 8)",SHEVAT,5767
2218,2007-01-28,"(5767, 11, 9)",SHEVAT,5767
2219,2007-01-29,"(5767, 11, 10)",SHEVAT,5767
2220,2007-01-30,"(5767, 11, 11)",SHEVAT,5767
2221,2007-01-31,"(5767, 11, 12)",SHEVAT,5767
2222,2007-02-01,"(5767, 11, 13)",SHEVAT,5767
2223,2007-02-02,"(5767, 11, 14)",SHEVAT,5767
2224,2007-02-03,"(5767, 11, 15)",SHEVAT,5767
2225,2007-02-04,"(5767, 11, 16)",SHEVAT,5767
2226,2007-02-05,"(5767, 11, 17)",SHEVAT,5767
2227,2007-02-06,"(5767, 11, 18)",SHEVAT,5767
2228,2007-02-07,"(5767, 11, 19)",SHEVAT,5767
2229,2007-02-08,"(5767, 11, 20)",SHEVAT,5767
2230,2007-02-09,"(5767, 11, 21)",SHEVAT,5767
2231,2007-02-10,"(5767, 11, 22)",SHEVAT,5767
2232,2007-02-11,"(5767, 11, 23)",SHEVAT,5767
2233,2007-02-12,"(5767, 11, 24)",SHEVAT,5767
2234,2007-02-13,"(5767, 11, 25)",SHEVAT,5767
2235,2007-02-14,"(5767, 11, 26)",SHEVAT,5767
2236,2007-02-15,"(5767, 11, 27)",SHEVAT,5767
2237,2007-02-16,"(5767, 11, 28)",SHEVAT,5767
2238,2007-02-17,"(5767, 11, 29)",SHEVAT,5767
2239,2007-02-18,"(5767, 11, 30)",SHEVAT,5767
2240,2007-02-19,"(5767, 12, 1)",ADAR,5767
2241,2007-02-20,"(5767, 12, 2)",ADAR,5767
2242,2007-02-21,"(5767, 12, 3)",ADAR,5767
2243,2007-02-22,"(5767, 12, 4)",ADAR,5767
2244,2007-02-23,"(5767, 12, 5)",ADAR,5767
2245,2007-02-24,"(5767, 12, 6)",ADAR,5767
2246,2007-02-25,"(5767, 12, 7)",ADAR,5767
2247,2007-02-26,"(5767, 12, 8)",ADAR,5767
2248,2007-02-27,"(5767, 12, 9)",ADAR,5767
2249,2007-02-28,"(5767, 12, 10)",ADAR,5767
2250,2007-03-01,"(5767, 12, 11)",ADAR,5767
2251,2007-03-02,"(5767, 12, 12)",ADAR,5767
2252,2007-03-03,"(5767, 12, 13)",ADAR,5767
2253,2007-03-04,"(5767, 12, 14)",ADAR,5767
2254,2007-03-05,"(5767, 12, 15)",ADAR,5767
2255,2007-03-06,"(5767, 12, 16)",ADAR,5767
2256,2007-03-07,"(5767, 12, 17)",ADAR,5767
2257,2007-03-08,"(5767, 12, 18)",ADAR,5767
2258,2007-03-09,"(5767, 12, 19)",ADAR,5767
2259,2007-03-10,"(5767, 12, 20)",ADAR,5767
2260,2007-03-11,"(5767, 12, 21)",ADAR,5767
2261,2007-03-12,"(5767, 12, 22)",ADAR,5767
2262,2007-03-13,"(5767, 12, 23)",ADAR,5767
2263,2007-03-14,"(5767, 12, 24)",ADAR,5767
2264,2007-03-15,"(5767, 12, 25)",ADAR,5767
2265,2007-03-16,"(5767, 12, 26)",ADAR,5767
2266,2007-03-17,"(5767, 12, 27)",ADAR,5767
2267,2007-03-18,"(5767, 12, 28)",ADAR,5767
2268,2007-03-19,"(5767, 12, 29)",ADAR,5767
2269,2007-03-20,"(5767, 1, 1)",NISAN,5767
2270,2007-03-21,"(5767, 1, 2)",NISAN,5767
2271,2007-03-22,"(5767, 1, 3)",NISAN,5767
2272,2007-03-23,"(5767, 1, 4)",NISAN,5767
2273,2007-03-24,"(5767, 1, 5)",NISAN,5767
2274,2007-03-25,"(5767, 1, 6)",NISAN,5767
2275,2007-03-26,"(5767, 1, 7)",NISAN,5767
2276,2007-03-27,"(5767, 1, 8)",NISAN,5767
2277,2007-03-28,"(5767, 1, 9)",NISAN,5767
2278,2007-03-29,"(5767, 1, 10)",NISAN,5767
2279,2007-03-30,"(5767, 1, 11)",NISAN,5767
2280,2007-03-31,"(5767, 1, 12)",NISAN,5767
2281,2007-04-01,"(5767, 1, 13)",NISAN,5767
2282,2007-04-02,"(5767, 1, 14)",NISAN,5767
2283,2007-04-03,"(5767, 1, 15)",NISAN,5767
2284,2007-04-04,"(5767, 1, 16)",NISAN,5767
2285,2007-04-05,"(5767, 1, 17)",NISAN,5767
2286,2007-04-06,"(5767, 1, 18)",NISAN,5767
2287,2007-04-07,"(5767, 1, 19)",NISAN,5767
2288,2007-04-08,"(5767, 1, 20)",NISAN,5767
2289,2007-04-09,"(5767, 1, 21)",NISAN,5767
2290,2007-04-10,"(5767, 1, 22)",NISAN,5767
2291,2007-04-11,"(5767, 1, 23)",NISAN,5767
2292,2007-04-12,"(5767, 1, 24)",NISAN,5767
2293,2007-04-13,"(5767, 1, 25)",NISAN,5767
2294,2007-04-14,"(5767, 1, 26)",NISAN,5767
2295,2007-04-15,"(5767, 1, 27)",NISAN,5767
2296,2007-04-16,"(5767, 1, 28)",NISAN,5767
2297,2007-04-17,"(5767, 1, 29)",NISAN,5767
2298,2007-04-18,"(5767, 1, 30)",NISAN,5767
2299,2007-04-19,"(5767, 2, 1)",IYYAR,5767
